Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
104,Either Sex Muzzleloader,10,2,12,44,27,159,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 Either Sex Muzzleloader,17.9,442.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,Antlered Muzzleloader,10,NA,10,34,29,NA,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 Antlered Muzzleloader,13.9,342,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,Antlerless Muzzleloader,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 Antlerless Muzzleloader,0.8,20.1,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
105,All manners of take,251,165,416,852,49,3370,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All manners of take,444.9,157359.7,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Rifle,207,158,364,635,57,2006,NA,NA,NA,NA,NA,R,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Rifle,331.6,117281,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Plains Rifle Seasons (Includes PLOs),203,132,336,554,61,1749,NA,NA,NA,R,Plains,Included,Included,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Plains Rifle Seasons (Includes PLOs),289.3,102320.7,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Plains Rifle Seasons (Includes PLOs),203,428,116,NA,180,65,NA,NA,NA,R,Plains,Included,Not Included,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,Early and Late Seasons (Includes PLOs),56,87,143,227,63,697,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 Early and Late Seasons (Includes PLOs),118.5,41925.6,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Archery Seasons,31,0,31,159,20,1204,NA,NA,NA,A,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Archery Seasons,83,29366.4,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Whitetail Only Seasons,4,21,25,82,30,349,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Whitetail Only Seasons,42.8,15144.9,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Whitetail Only Archery Seasons,0,0,0,6,0,106,NA,NA,NA,A,white tailed deer only,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Whitetail Only Archery Seasons,3.1,1108.2,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,All Whitetail Only Rifle Seasons,4,21,25,75,33,243,NA,NA,NA,R,white tailed deer only,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 All Whitetail Only Rifle Seasons,39.2,13852.1,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,"All Damage, Auction/Raffle & Misc. Hunts",0,4,4,6,67,14,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465","105 All Damage, Auction/Raffle & Misc. Hunts",3.1,1108.2,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,Either Sex Muzzleloader,13,7,20,58,34,161,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 Either Sex Muzzleloader,30.3,10712.3,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,Antlered Muzzleloader,13,NA,13,51,25,NA,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 Antlered Muzzleloader,26.6,9419.4,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
105,Antlerless Muzzleloader,NA,7,7,7,100,NA,NA,NA,NA,NA,NA,NA,NA,"1,915",    5,0%,39.38538285547086,-104.19527510587795,"1,225,705","    3,465",105 Antlerless Muzzleloader,3.7,1292.9,https://webmap.onxmaps.com/hunt/map#9.45/39.3853828554709/-104.195275105878
106,All manners of take,59,24,82,170,48,563,NA,NA,NA,NA,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All manners of take,168.6,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Rifle,59,24,82,157,53,512,NA,NA,NA,NA,NA,R,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Rifle,155.7,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Plains Rifle Seasons (Includes PLOs),55,19,73,133,55,413,NA,NA,NA,R,Plains,Included,Included,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Plains Rifle Seasons (Includes PLOs),131.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Plains Rifle Seasons (Includes PLOs),55,157,14,NA,27,50,NA,NA,NA,R,Plains,Included,Not Included,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,Early and Late Seasons (Includes PLOs),15,24,39,64,61,209,NA,NA,NA,NA,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Early and Late Seasons (Includes PLOs),63.5,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Archery Seasons,0,0,0,10,0,39,NA,NA,NA,A,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Archery Seasons,9.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Whitetail Only Seasons,4,5,9,30,30,121,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Seasons,29.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Whitetail Only Archery Seasons,0,0,0,6,0,22,NA,NA,NA,A,white tailed deer only,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Archery Seasons,6,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,All Whitetail Only Rifle Seasons,4,5,9,24,37,99,NA,NA,NA,R,white tailed deer only,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Whitetail Only Rifle Seasons,23.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,Either Sex Muzzleloader,0,0,0,4,0,11,NA,NA,NA,NA,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Either Sex Muzzleloader,4,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,Antlered Muzzleloader,0,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Antlered Muzzleloader,4,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
106,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 Antlerless Muzzleloader,0,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949
107,All manners of take,103,58,161,379,43,1111,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All manners of take,181.6,222618,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Rifle,99,56,155,346,45,952,NA,NA,NA,NA,NA,R,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Rifle,165.8,203234.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Plains Rifle Seasons (Includes PLOs),82,42,124,221,56,630,NA,NA,NA,R,Plains,Included,Included,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Plains Rifle Seasons (Includes PLOs),105.9,129811.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Plains Rifle Seasons (Includes PLOs),82,203,39,NA,74,53,NA,NA,NA,R,Plains,Included,Not Included,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,Early and Late Seasons (Includes PLOs),53,33,86,172,50,436,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Early and Late Seasons (Includes PLOs),82.4,101029.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Archery Seasons,4,2,6,24,27,124,NA,NA,NA,A,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Archery Seasons,11.5,14097.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Whitetail Only Seasons,14,13,28,126,22,342,NA,NA,NA,NA,white tailed deer only,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Seasons,60.4,74010.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Whitetail Only Archery Seasons,0,0,0,6,0,30,NA,NA,NA,A,white tailed deer only,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Archery Seasons,2.9,3524.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,All Whitetail Only Rifle Seasons,14,13,28,120,23,312,NA,NA,NA,R,white tailed deer only,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Whitetail Only Rifle Seasons,57.5,70485.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,"All Damage, Auction/Raffle & Misc. Hunts",3,0,3,5,60,10,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090","107 All Damage, Auction/Raffle & Misc. Hunts",2.4,2936.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,Either Sex Muzzleloader,0,0,0,9,0,36,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Either Sex Muzzleloader,4.3,5286.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,Antlered Muzzleloader,0,NA,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Antlered Muzzleloader,3.4,4111.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
107,Antlerless Muzzleloader,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 Antlerless Muzzleloader,1,1174.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
109,All manners of take,78,42,121,449,27,1981,NA,NA,NA,NA,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All manners of take,256.5,605519.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Rifle,67,40,106,357,30,1357,NA,NA,NA,NA,NA,R,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Rifle,203.9,481449,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Plains Rifle Seasons (Includes PLOs),55,29,84,208,40,875,NA,NA,NA,R,Plains,Included,Included,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Plains Rifle Seasons (Includes PLOs),118.8,280508.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Plains Rifle Seasons (Includes PLOs),55,170,26,NA,82,32,NA,NA,NA,R,Plains,Included,Not Included,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,Early and Late Seasons (Includes PLOs),42,17,59,178,33,755,NA,NA,NA,NA,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Early and Late Seasons (Includes PLOs),101.7,240050.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Archery Seasons,8,3,10,74,14,577,NA,NA,NA,A,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Archery Seasons,42.3,99796.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Whitetail Only Seasons,17,13,29,192,15,811,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Seasons,109.7,258930.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Whitetail Only Archery Seasons,5,3,7,36,20,304,NA,NA,NA,A,white tailed deer only,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Archery Seasons,20.6,48549.5,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Whitetail Only Muzzleloader Seasons,0,0,0,8,0,24,NA,NA,NA,M,white tailed deer only,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Muzzleloader Seasons,4.6,10788.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,All Whitetail Only Rifle Seasons,12,10,22,148,15,483,NA,NA,NA,R,white tailed deer only,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Whitetail Only Rifle Seasons,84.6,199592.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,Either Sex Muzzleloader,4,0,4,18,22,46,NA,NA,NA,NA,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Either Sex Muzzleloader,10.3,24274.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,Antlered Muzzleloader,4,NA,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Antlered Muzzleloader,5.7,13486,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
109,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487
110,All manners of take,84,51,136,310,44,2070,NA,NA,NA,NA,NA,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All manners of take,299.9,297133.4,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Rifle,41,47,88,151,58,569,NA,NA,NA,NA,NA,R,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Rifle,146.1,144732.7,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Plains Rifle Seasons (Includes PLOs),41,43,84,123,68,462,NA,NA,NA,R,Plains,Included,Included,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Plains Rifle Seasons (Includes PLOs),119,117894.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Plains Rifle Seasons (Includes PLOs),41,129,43,NA,60,71,NA,NA,NA,R,Plains,Included,Not Included,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Archery Seasons,36,0,36,123,30,1370,NA,NA,NA,A,NA,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Archery Seasons,119,117894.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Whitetail Only Seasons,0,6,6,77,8,763,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Whitetail Only Seasons,74.5,73804.1,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Whitetail Only Archery Seasons,0,0,0,42,0,638,NA,NA,NA,A,white tailed deer only,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Whitetail Only Archery Seasons,40.6,40256.8,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Whitetail Only Muzzleloader Seasons,0,2,2,6,25,18,NA,NA,NA,M,white tailed deer only,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Whitetail Only Muzzleloader Seasons,5.8,5751,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,All Whitetail Only Rifle Seasons,0,5,5,28,17,107,NA,NA,NA,R,white tailed deer only,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Whitetail Only Rifle Seasons,27.1,26837.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,Either Sex Muzzleloader,7,4,11,36,30,131,NA,NA,NA,NA,NA,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 Either Sex Muzzleloader,34.8,34505.8,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,Antlered Muzzleloader,7,NA,7,23,30,NA,NA,NA,NA,NA,NA,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 Antlered Muzzleloader,22.2,22045.4,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
110,Antlerless Muzzleloader,NA,2,2,7,33,NA,NA,NA,NA,NA,NA,NA,NA,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 Antlerless Muzzleloader,6.8,6709.5,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124
111,All manners of take,48,21,69,142,49,693,NA,NA,NA,NA,NA,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All manners of take,124.5,1386443.2,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Rifle,35,19,54,92,59,332,NA,NA,NA,NA,NA,R,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Rifle,80.6,898259,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Plains Rifle Seasons (Includes PLOs),32,10,42,71,59,265,NA,NA,NA,R,Plains,Included,Included,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Plains Rifle Seasons (Includes PLOs),62.2,693221.6,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Plains Rifle Seasons (Includes PLOs),32,114,8,NA,19,40,NA,NA,NA,R,Plains,Included,Not Included,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Archery Seasons,4,0,4,27,14,276,NA,NA,NA,A,NA,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Archery Seasons,23.7,263619.5,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Whitetail Only Seasons,3,11,14,26,55,121,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Whitetail Only Seasons,22.8,253855.8,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Whitetail Only Archery Seasons,0,0,0,2,0,50,NA,NA,NA,A,white tailed deer only,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Whitetail Only Archery Seasons,1.8,19527.4,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Whitetail Only Muzzleloader Seasons,0,2,2,3,50,5,NA,NA,NA,M,white tailed deer only,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Whitetail Only Muzzleloader Seasons,2.6,29291.1,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
111,All Whitetail Only Rifle Seasons,3,9,13,21,62,66,NA,NA,NA,R,white tailed deer only,NA,NA,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Whitetail Only Rifle Seasons,18.4,205037.4,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097
