Unit,Bucks,Does,Fawns,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
106,3,0,0,0,3,7,44,15,All Muzzleloader Seasons,"1,008",    0,0%,39.56098034023488,-103.8189244039493,"  645,161",        0,106 All Muzzleloader Seasons,6.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.5609803402349/-103.818924403949,"AE000U1A,AF105L1R,AF106O1M,AF106O1R,AM106O1M,AM106O1R"
107,108,97,7,104,211,321,66,737,All manners of take,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All manners of take,153.8,188549.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"AE000U1A,AF106O1M,AF107O1R,AM106O1M,AM107O1R"
107,101,94,7,101,202,293,69,667,All Rifle Seasons,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Rifle Seasons,140.4,172103.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"AE000U1A,AF106O1M,AF107O1R,AM106O1M,AM107O1R"
107,101,94,7,101,202,293,69,667,All Regular Rifle Seasons,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Regular Rifle Seasons,140.4,172103.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"AE000U1A,AF106O1M,AF107O1R,AM106O1M,AM107O1R"
107,0,0,0,0,0,7,0,27,All Archery Seasons,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Archery Seasons,3.4,4111.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"AE000U1A,AF106O1M,AF107O1R,AM106O1M,AM107O1R"
107,7,3,0,3,9,20,45,44,All Muzzleloader Seasons,"2,087",    2,0%,39.49649089220772,-103.2625069013074,"1,335,793","    1,090",107 All Muzzleloader Seasons,9.6,11747.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307,"AE000U1A,AF106O1M,AF107O1R,AM106O1M,AM107O1R"
109,14,3,1,4,18,50,36,134,All manners of take,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All manners of take,28.6,67429.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"AE000U1A,AF106O1M,AF109O1R,AM106O1M,AM109O1R"
109,11,3,0,3,14,35,40,88,All Rifle Seasons,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Rifle Seasons,20,47200.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"AE000U1A,AF106O1M,AF109O1R,AM106O1M,AM109O1R"
109,11,3,0,3,14,35,40,88,All Regular Rifle Seasons,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Regular Rifle Seasons,20,47200.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"AE000U1A,AF106O1M,AF109O1R,AM106O1M,AM109O1R"
109,0,0,0,0,0,2,0,11,All Archery Seasons,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Archery Seasons,1.1,2697.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"AE000U1A,AF106O1M,AF109O1R,AM106O1M,AM109O1R"
109,2,0,1,1,4,13,28,35,All Muzzleloader Seasons,"1,750",    1,0%,39.47460450202813,-102.48035045248704,"1,120,275",      475,109 All Muzzleloader Seasons,7.4,17531.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4746045020281/-102.480350452487,"AE000U1A,AF106O1M,AF109O1R,AM106O1M,AM109O1R"
110,128,153,5,158,286,695,41,2293,All manners of take,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All manners of take,672.3,666153.9,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,77,135,5,140,216,417,52,1272,All Rifle Seasons,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Rifle Seasons,403.4,399692.3,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,77,64,5,69,145,254,57,598,All Regular Rifle Seasons,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Regular Rifle Seasons,245.7,243457.7,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,0,66,0,66,66,158,42,663,All Late Rifle Seasons,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Late Rifle Seasons,152.8,151442.2,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,9,2,0,2,11,62,17,300,All Archery Seasons,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Archery Seasons,60,59426.7,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,43,17,0,17,60,217,28,721,All Muzzleloader Seasons,"1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,110 All Muzzleloader Seasons,209.9,207993.4,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
110,0,5,0,5,5,5,100,11,"All Damage, Auction/Raffle & Misc. Hunts","1,034",    1,0%,38.98829097404643,-104.54421321012386,"  661,623",      668,"110 All Damage, Auction/Raffle & Misc. Hunts",4.8,4792.5,https://webmap.onxmaps.com/hunt/map#9.45/38.9882909740464/-104.544213210124,"AE000U1A,AE104W1R,AF104W1R,AF110L1R,AF110O1M,AF110O1R,AM110O1M,AM110O1R"
111,163,120,38,158,321,551,58,1875,All manners of take,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All manners of take,482.9,5379790.3,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,106,107,34,141,247,418,59,1534,All Rifle Seasons,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Rifle Seasons,366.4,4081220.3,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,106,73,27,100,206,290,71,689,All Regular Rifle Seasons,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Regular Rifle Seasons,254.2,2831468.6,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,0,29,7,36,36,123,29,838,All Late Rifle Seasons,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Late Rifle Seasons,107.8,1200933.2,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,5,0,0,0,5,23,23,97,All Archery Seasons,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Archery Seasons,20.2,224564.8,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,52,13,4,17,69,110,63,244,All Muzzleloader Seasons,"1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,111 All Muzzleloader Seasons,96.4,1074005.3,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
111,0,5,0,5,5,5,100,7,"All Damage, Auction/Raffle & Misc. Hunts","1,141",    0,0%,39.00947835744555,-103.96016952409684,"  730,191",       66,"111 All Damage, Auction/Raffle & Misc. Hunts",4.4,48818.4,https://webmap.onxmaps.com/hunt/map#9.45/39.0094783574456/-103.960169524097,"AE000U1A,AF110O1M,AF111L1R,AF111O1R,AM110O1M,AM111O1R"
112,119,99,0,99,219,482,45,1115,All manners of take,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All manners of take,982,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
112,107,99,0,99,206,456,45,1043,All Rifle Seasons,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All Rifle Seasons,929,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
112,107,87,0,87,194,380,51,897,All Regular Rifle Seasons,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All Regular Rifle Seasons,774.2,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
112,0,12,0,12,12,76,16,146,All Late Rifle Seasons,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All Late Rifle Seasons,154.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
112,0,0,0,0,0,4,0,18,All Archery Seasons,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All Archery Seasons,8.1,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
112,12,0,0,0,12,22,56,54,All Muzzleloader Seasons,  491,    0,0%,39.03147406214156,-103.59651670546567,"  314,130",        0,112 All Muzzleloader Seasons,44.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,28,39,0,39,68,266,25,651,All manners of take,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All manners of take,760.2,41212,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,25,37,0,37,62,246,25,596,All Rifle Seasons,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All Rifle Seasons,703,38113.4,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,25,31,0,31,56,166,34,441,All Regular Rifle Seasons,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All Regular Rifle Seasons,474.4,25718.8,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,0,6,0,6,6,80,8,155,All Late Rifle Seasons,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All Late Rifle Seasons,228.6,12394.6,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,0,0,0,0,0,8,0,18,All Archery Seasons,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All Archery Seasons,22.9,1239.5,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
113,3,3,0,3,6,13,47,37,All Muzzleloader Seasons,  350,    6,2%,38.95147988789797,-103.35258967349426,"  223,953","    4,131",113 All Muzzleloader Seasons,37.2,2014.1,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
114,73,29,0,29,102,248,41,595,All manners of take,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All manners of take,267.1,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
114,63,29,0,29,93,223,42,520,All Rifle Seasons,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All Rifle Seasons,240.2,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
114,63,23,0,23,86,167,52,415,All Regular Rifle Seasons,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All Regular Rifle Seasons,179.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
114,0,6,0,6,6,56,11,105,All Late Rifle Seasons,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All Late Rifle Seasons,60.3,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
114,0,0,0,0,0,4,0,12,All Archery Seasons,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All Archery Seasons,4.3,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
114,9,0,0,0,9,20,46,62,All Muzzleloader Seasons,  928,    0,0%,39.11174628426887,-103.23695991130477,"  594,144",        0,114 All Muzzleloader Seasons,21.5,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305,"AE000U1A,AF112L1R,AF112O1R,AM112O1R"
115,50,55,2,57,108,194,56,450,All manners of take,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All manners of take,323.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
115,43,55,2,57,101,184,55,419,All Rifle Seasons,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All Rifle Seasons,307.2,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
115,43,10,2,12,55,108,51,250,All Regular Rifle Seasons,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All Regular Rifle Seasons,180.3,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
115,0,45,0,45,45,76,59,169,All Late Rifle Seasons,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All Late Rifle Seasons,126.9,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
115,4,0,0,0,4,4,100,16,All Archery Seasons,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All Archery Seasons,6.7,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
115,3,0,0,0,3,6,54,14,All Muzzleloader Seasons,  599,    0,0%,39.02833659953873,-102.92526392344112,"  383,304",        0,115 All Muzzleloader Seasons,10,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441,"AE000U1A,AF112L1R,AF112O1M,AF112O1R,AM112O1M,AM112O1R"
116,22,34,3,37,59,169,35,432,All manners of take,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All manners of take,105.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
116,22,33,3,36,57,153,37,374,All Rifle Seasons,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All Rifle Seasons,95.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
116,22,21,3,24,46,95,48,230,All Regular Rifle Seasons,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All Regular Rifle Seasons,59.5,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
116,0,12,0,12,12,58,20,145,All Late Rifle Seasons,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All Late Rifle Seasons,36.3,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
116,0,0,0,0,0,6,0,36,All Archery Seasons,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All Archery Seasons,3.8,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
116,0,2,0,2,2,10,16,22,All Muzzleloader Seasons,"1,598",    0,0%,39.06453077598625,-102.57408674407786,"1,022,639",        0,116 All Muzzleloader Seasons,6.3,Inf,https://webmap.onxmaps.com/hunt/map#9.45/39.0645307759862/-102.574086744078,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
117,9,11,0,11,20,60,33,189,All manners of take,  746,    0,0%,39.064815886703094,-102.17788555291712,"  477,253",       63,117 All manners of take,80.5,608454,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
117,7,10,0,10,17,44,39,102,All Rifle Seasons,  746,    0,0%,39.064815886703094,-102.17788555291712,"  477,253",       63,117 All Rifle Seasons,59,446199.6,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
117,7,6,0,6,14,31,44,49,All Regular Rifle Seasons,  746,    0,0%,39.064815886703094,-102.17788555291712,"  477,253",       63,117 All Regular Rifle Seasons,41.6,314367.9,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
117,0,3,0,3,3,13,25,53,All Late Rifle Seasons,  746,    0,0%,39.064815886703094,-102.17788555291712,"  477,253",       63,117 All Late Rifle Seasons,17.4,131831.7,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
117,2,1,0,1,3,16,19,87,All Muzzleloader Seasons,  746,    0,0%,39.064815886703094,-102.17788555291712,"  477,253",       63,117 All Muzzleloader Seasons,21.5,162254.4,https://webmap.onxmaps.com/hunt/map#9.45/39.0648158867031/-102.177885552917,"AE000U1A,AF116L1R,AF116O1M,AF116O1R,AM116O1M,AM116O1R"
118,125,120,5,125,250,566,44,1499,All manners of take,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All manners of take,684,24460.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
118,96,115,5,120,217,432,50,931,All Rifle Seasons,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All Rifle Seasons,522.1,18669.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
118,96,82,5,87,183,304,60,634,All Regular Rifle Seasons,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All Regular Rifle Seasons,367.4,13137.8,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
118,0,34,0,34,34,127,27,297,All Late Rifle Seasons,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All Late Rifle Seasons,153.5,5488.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
118,12,0,0,0,12,67,17,366,All Archery Seasons,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All Archery Seasons,81,2895.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
118,17,4,0,4,21,68,31,202,All Muzzleloader Seasons,  827,   23,3%,38.71703080512228,-104.47671942847616,"  529,573","   14,809",118 All Muzzleloader Seasons,82.2,2938.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7170308051223/-104.476719428476,"AE000U1A,AF110O1M,AF118L1R,AF118O1R,AM110O1M,AM118O1R"
119,147,84,22,106,253,658,38,1687,All manners of take,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All manners of take,681,469024.5,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
119,96,79,13,92,188,460,41,1089,All Rifle Seasons,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All Rifle Seasons,476.1,327889.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
119,96,41,9,50,146,313,47,714,All Regular Rifle Seasons,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All Regular Rifle Seasons,323.9,223107.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
119,0,38,4,42,42,147,29,375,All Late Rifle Seasons,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All Late Rifle Seasons,152.1,104782.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
119,4,0,0,0,4,21,17,145,All Archery Seasons,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All Archery Seasons,21.7,14968.9,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
119,48,4,9,13,61,176,35,454,All Muzzleloader Seasons,  966,    1,0%,38.68531835621947,-103.95220954291216,"  618,414",      898,119 All Muzzleloader Seasons,182.1,125453.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6853183562195/-103.952209542912,"AE000U1A,AF110O1M,AF118L1R,AF119O1R,AM110O1M,AM119O1R"
120,99,86,8,94,193,345,56,787,All manners of take,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All manners of take,405.5,54364.6,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,99,86,8,94,193,326,59,703,All Rifle Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Rifle Seasons,383.2,51370.6,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,98,41,4,45,143,240,60,508,All Regular Rifle Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Regular Rifle Seasons,282.1,37818.9,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,0,43,4,47,47,83,56,191,All Late Rifle Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Late Rifle Seasons,97.6,13079,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,0,0,0,0,0,13,0,67,All Archery Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Archery Seasons,15.3,2048.5,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,0,0,0,0,0,6,0,17,All Muzzleloader Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Muzzleloader Seasons,7.1,945.5,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,97,80,8,88,185,307,60,671,All Private Land Only Seasons,  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061",120 All Private Land Only Seasons,360.8,48376.6,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
120,1,2,0,2,3,3,100,3,"All Damage, Auction/Raffle & Misc. Hunts",  851,    6,1%,38.539826320344375,-103.60452673148224,"  544,536","    4,061","120 All Damage, Auction/Raffle & Misc. Hunts",3.5,472.7,https://webmap.onxmaps.com/hunt/map#9.45/38.5398263203444/-103.604526731482,"AE000U1A,AF120L1R,AF120O1M,AF120O1R,AF120P1R,AF120P5R,AM120O1M,AM120O1R,AM120P1R"
