Unit,Bucks,Does,Fawns,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
59,3,0,0,0,3,6,52,18,All manners of take,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All manners of take,5.7,16.7,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"AE000U1A,AF059O1M,AF059O1R,AM059O1M,AM059O1R"
59,1,0,0,0,1,2,54,3,All Rifle Seasons,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Rifle Seasons,1.9,5.6,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"AE000U1A,AF059O1M,AF059O1R,AM059O1M,AM059O1R"
59,1,0,0,0,1,2,54,3,All Regular Rifle Seasons,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Regular Rifle Seasons,1.9,5.6,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"AE000U1A,AF059O1M,AF059O1R,AM059O1M,AM059O1R"
59,2,0,0,0,2,4,50,14,All Archery Seasons,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Archery Seasons,3.8,11.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"AE000U1A,AF059O1M,AF059O1R,AM059O1M,AM059O1R"
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034,AE000U1A
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365,AE000U1A
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,253","1,570",70%,38.53642636979747,-108.21759216987664,"1,441,839","1,004,509",62 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.5364263697975/-108.217592169877,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,  606,  299,49%,38.62453940161764,-107.61512352326248,"  387,568","  191,115",63 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.6245394016176/-107.615123523262,AE000U1A
64,2,0,0,0,2,5,33,20,All manners of take,  441,  164,37%,38.588762178656246,-107.81300426936494,"  282,369","  105,148",64 All manners of take,11.3,30.4,https://webmap.onxmaps.com/hunt/map#9.45/38.5887621786562/-107.813004269365,AE000U1A
64,2,0,0,0,2,5,33,20,All Archery Seasons,  441,  164,37%,38.588762178656246,-107.81300426936494,"  282,369","  105,148",64 All Archery Seasons,11.3,30.4,https://webmap.onxmaps.com/hunt/map#9.45/38.5887621786562/-107.813004269365,AE000U1A
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,089",  577,53%,38.207575030010986,-107.64883908520822,"  697,180","  369,556",65 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.207575030011/-107.648839085208,AE000U1A
66,1,0,0,0,1,1,100,5,All manners of take,"1,456","1,173",81%,38.14762963959218,-107.26262466110056,"  931,963","  750,431",66 All manners of take,0.7,0.9,https://webmap.onxmaps.com/hunt/map#9.45/38.1476296395922/-107.262624661101,"AM066O1A,AM066O1M,AM066O1R"
66,1,0,0,0,1,1,100,5,All Rifle Seasons,"1,456","1,173",81%,38.14762963959218,-107.26262466110056,"  931,963","  750,431",66 All Rifle Seasons,0.7,0.9,https://webmap.onxmaps.com/hunt/map#9.45/38.1476296395922/-107.262624661101,"AM066O1A,AM066O1M,AM066O1R"
66,1,0,0,0,1,1,100,5,All Regular Rifle Seasons,"1,456","1,173",81%,38.14762963959218,-107.26262466110056,"  931,963","  750,431",66 All Regular Rifle Seasons,0.7,0.9,https://webmap.onxmaps.com/hunt/map#9.45/38.1476296395922/-107.262624661101,"AM066O1A,AM066O1M,AM066O1R"
67,15,0,0,0,15,18,81,82,All manners of take,"1,094",  896,82%,38.261450924466345,-106.88043976325038,"  700,450","  573,192",67 All manners of take,16.4,20.1,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325,"AM067O1A,AM067O1M,AM067O1R"
67,8,0,0,0,8,8,100,16,All Rifle Seasons,"1,094",  896,82%,38.261450924466345,-106.88043976325038,"  700,450","  573,192",67 All Rifle Seasons,7.3,8.9,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325,"AM067O1A,AM067O1M,AM067O1R"
67,8,0,0,0,8,8,100,16,All Regular Rifle Seasons,"1,094",  896,82%,38.261450924466345,-106.88043976325038,"  700,450","  573,192",67 All Regular Rifle Seasons,7.3,8.9,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325,"AM067O1A,AM067O1M,AM067O1R"
67,4,0,0,0,4,7,50,63,All Archery Seasons,"1,094",  896,82%,38.261450924466345,-106.88043976325038,"  700,450","  573,192",67 All Archery Seasons,6.4,7.8,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325,"AM067O1A,AM067O1M,AM067O1R"
67,3,0,0,0,3,3,100,3,All Muzzleloader Seasons,"1,094",  896,82%,38.261450924466345,-106.88043976325038,"  700,450","  573,192",67 All Muzzleloader Seasons,2.7,3.3,https://webmap.onxmaps.com/hunt/map#9.45/38.2614509244663/-106.88043976325,"AM067O1A,AM067O1M,AM067O1R"
68,16,0,0,0,16,24,66,117,All manners of take,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 All manners of take,24.7,28.9,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"AM068O1A,AM068O1M,AM068O1R"
68,8,0,0,0,8,8,100,16,All Rifle Seasons,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 All Rifle Seasons,8.2,9.6,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"AM068O1A,AM068O1M,AM068O1R"
68,8,0,0,0,8,8,100,16,All Regular Rifle Seasons,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 All Regular Rifle Seasons,8.2,9.6,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"AM068O1A,AM068O1M,AM068O1R"
68,5,0,0,0,5,8,60,69,All Archery Seasons,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 All Archery Seasons,8.2,9.6,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"AM068O1A,AM068O1M,AM068O1R"
68,3,0,0,0,3,8,41,33,All Muzzleloader Seasons,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 All Muzzleloader Seasons,8.2,9.6,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"AM068O1A,AM068O1M,AM068O1R"
69,53,31,3,34,87,230,38,740,All manners of take,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All manners of take,485,1395.3,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
69,33,31,0,31,64,172,38,468,All Rifle Seasons,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Rifle Seasons,362.7,1043.4,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
69,33,31,0,31,64,172,38,468,All Regular Rifle Seasons,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Regular Rifle Seasons,362.7,1043.4,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
69,11,0,0,0,11,34,33,183,All Archery Seasons,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Archery Seasons,71.7,206.3,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
69,9,0,3,3,11,24,46,90,All Muzzleloader Seasons,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Muzzleloader Seasons,50.6,145.6,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
69,13,14,0,14,27,53,51,112,All Private Land Only Seasons,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Private Land Only Seasons,111.8,321.5,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,438","1,646",68%,38.06205432593087,-108.4681734858138,"1,560,511","1,053,575",70 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/38.0620543259309/-108.468173485814,NA
71,2,0,0,0,2,4,55,13,All manners of take,  832,  705,85%,37.68912560055293,-108.1686524310337,"  532,418","  450,924",71 All manners of take,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/37.6891256005529/-108.168652431034,AE000U1A
71,2,0,0,0,2,4,55,13,All Archery Seasons,  832,  705,85%,37.68912560055293,-108.1686524310337,"  532,418","  450,924",71 All Archery Seasons,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/37.6891256005529/-108.168652431034,AE000U1A
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,AE000U1A
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,AE000U1A
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,  949,  822,87%,37.58237325661164,-107.8598842156596,"  607,210","  525,831",74 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.5823732566116/-107.85988421566,AE000U1A
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,024",  458,45%,37.35958262055689,-107.7066990303414,"  655,379","  292,961",75 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.3595826205569/-107.706699030341,AE000U1A
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,556","1,468",94%,37.7521991872031,-107.06665941229352,"  995,744","  939,632",76 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.7521991872031/-107.066659412294,AE000U1A
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,  884,  731,83%,37.40730591222063,-107.2234632446801,"  565,729","  467,801",77 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.4073059122206/-107.22346324468,AE000U1A
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,207",  754,62%,37.23569931913964,-106.85877931642676,"  772,372","  482,286",78 NA,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.2356993191396/-106.858779316427,AE000U1A
79,15,5,0,5,20,31,65,150,All manners of take,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All manners of take,38.1,62.6,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
79,13,5,0,5,18,22,81,77,All Rifle Seasons,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All Rifle Seasons,27,44.4,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
79,13,5,0,5,18,22,81,77,All Regular Rifle Seasons,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All Regular Rifle Seasons,27,44.4,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
79,1,0,0,0,1,8,15,72,All Archery Seasons,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All Archery Seasons,9.8,16.1,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
79,2,0,0,0,2,2,100,2,All Muzzleloader Seasons,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All Muzzleloader Seasons,2.5,4,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
79,0,5,0,5,5,8,67,43,All Private Land Only Seasons,  814,  496,61%,37.777894865424095,-106.44217365800988,"  520,743","  317,154",79 All Private Land Only Seasons,9.8,16.1,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801,"AF079P5R,AM068O1M,AM079O1A,AM079O1R"
80,13,8,0,8,21,36,59,127,All manners of take,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 All manners of take,25.5,41.8,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
80,13,8,0,8,21,31,68,98,All Rifle Seasons,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 All Rifle Seasons,22,36,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
80,13,0,0,0,13,22,60,41,All Regular Rifle Seasons,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 All Regular Rifle Seasons,15.6,25.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
80,0,0,0,0,0,5,0,29,All Archery Seasons,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 All Archery Seasons,3.5,5.8,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
80,5,0,0,0,5,12,40,21,All Private Land Only Seasons,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 All Private Land Only Seasons,8.5,13.9,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
80,0,8,0,8,8,9,89,57,"All Damage, Auction/Raffle & Misc. Hunts","1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158","80 All Damage, Auction/Raffle & Misc. Hunts",6.4,10.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"AM068O1M,AM080O1A,AM080O1R,AM080P1R"
81,42,5,0,5,47,61,77,196,All manners of take,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 All manners of take,31.8,45.2,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
81,31,5,0,5,36,42,87,93,All Rifle Seasons,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 All Rifle Seasons,21.9,31.1,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
81,31,0,0,0,31,34,93,77,All Regular Rifle Seasons,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 All Regular Rifle Seasons,17.7,25.2,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
81,7,0,0,0,7,16,45,96,All Archery Seasons,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 All Archery Seasons,8.3,11.9,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
81,3,0,0,0,3,3,100,7,All Muzzleloader Seasons,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 All Muzzleloader Seasons,1.6,2.2,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
81,0,5,0,5,5,8,63,16,"All Damage, Auction/Raffle & Misc. Hunts","1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351","81 All Damage, Auction/Raffle & Misc. Hunts",4.2,5.9,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"AM068O1M,AM081O1A,AM081O1R"
82,68,30,0,30,98,119,82,311,All manners of take,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 All manners of take,68,122.4,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
82,62,30,0,30,92,99,92,183,All Rifle Seasons,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 All Rifle Seasons,56.5,101.8,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
82,62,12,0,12,74,81,91,164,All Regular Rifle Seasons,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 All Regular Rifle Seasons,46.3,83.3,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
82,6,0,0,0,6,20,31,129,All Archery Seasons,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 All Archery Seasons,11.4,20.6,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
82,0,8,0,8,8,8,100,8,All Private Land Only Seasons,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 All Private Land Only Seasons,4.6,8.2,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
82,0,18,0,18,18,18,100,19,"All Damage, Auction/Raffle & Misc. Hunts","1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224","82 All Damage, Auction/Raffle & Misc. Hunts",10.3,18.5,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"AF082O1A,AF082O1R,AF082P5R,AM068O1M,AM082O1A,AM082O1R"
83,17,3,0,3,20,27,75,130,All manners of take,"1,982",  109,6%,37.290712866857,-105.44863371660696,"1,268,265","   69,764",83 All manners of take,13.6,247.7,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607,"AM068O1M,AM083O1A,AM083O1R"
83,11,3,0,3,14,18,80,39,All Rifle Seasons,"1,982",  109,6%,37.290712866857,-105.44863371660696,"1,268,265","   69,764",83 All Rifle Seasons,9.1,165.1,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607,"AM068O1M,AM083O1A,AM083O1R"
83,11,0,0,0,11,15,76,34,All Regular Rifle Seasons,"1,982",  109,6%,37.290712866857,-105.44863371660696,"1,268,265","   69,764",83 All Regular Rifle Seasons,7.6,137.6,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607,"AM068O1M,AM083O1A,AM083O1R"
83,6,0,0,0,6,9,64,92,All Archery Seasons,"1,982",  109,6%,37.290712866857,-105.44863371660696,"1,268,265","   69,764",83 All Archery Seasons,4.5,82.6,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607,"AM068O1M,AM083O1A,AM083O1R"
83,0,3,0,3,3,3,100,5,"All Damage, Auction/Raffle & Misc. Hunts","1,982",  109,6%,37.290712866857,-105.44863371660696,"1,268,265","   69,764","83 All Damage, Auction/Raffle & Misc. Hunts",1.5,27.5,https://webmap.onxmaps.com/hunt/map#9.45/37.290712866857/-105.448633716607,"AM068O1M,AM083O1A,AM083O1R"
84,72,48,11,59,131,301,44,907,All manners of take,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All manners of take,145.4,557.7,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,43,48,11,59,103,217,47,529,All Rifle Seasons,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Rifle Seasons,104.8,402.1,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,43,35,11,46,90,202,44,486,All Regular Rifle Seasons,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Regular Rifle Seasons,97.6,374.3,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,11,0,0,0,11,62,18,320,All Archery Seasons,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Archery Seasons,30,114.9,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,17,0,0,0,17,22,77,59,All Muzzleloader Seasons,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Muzzleloader Seasons,10.6,40.8,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,14,20,7,27,41,78,53,221,All Private Land Only Seasons,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Private Land Only Seasons,37.7,144.5,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
84,0,13,0,13,13,15,87,43,"All Damage, Auction/Raffle & Misc. Hunts","2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406","84 All Damage, Auction/Raffle & Misc. Hunts",7.2,27.8,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,59,27,0,27,86,217,39,666,All manners of take,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All manners of take,116.3,775.5,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,39,24,0,24,64,137,46,345,All Rifle Seasons,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Rifle Seasons,73.4,489.6,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,39,24,0,24,64,137,46,345,All Regular Rifle Seasons,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Regular Rifle Seasons,73.4,489.6,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,16,0,0,0,16,65,25,265,All Archery Seasons,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Archery Seasons,34.8,232.3,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,3,3,0,3,6,15,39,56,All Muzzleloader Seasons,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Muzzleloader Seasons,8,53.6,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
85,10,16,0,16,26,55,46,154,All Private Land Only Seasons,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Private Land Only Seasons,29.5,196.6,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
86,38,17,0,17,55,116,47,363,All manners of take,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All manners of take,144.7,260.6,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
86,33,17,0,17,50,81,61,189,All Rifle Seasons,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All Rifle Seasons,101.1,182,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
86,33,13,0,13,46,76,60,184,All Regular Rifle Seasons,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All Regular Rifle Seasons,94.8,170.7,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
86,2,0,0,0,2,24,7,141,All Archery Seasons,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All Archery Seasons,29.9,53.9,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
86,3,0,0,0,3,11,31,33,All Muzzleloader Seasons,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All Muzzleloader Seasons,13.7,24.7,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"AE000U1A,AF069O1M,AF069O1R,AF069P1R,AF069P2R,AM069O1M,AM069O1R,AM069P1R"
