Unit,Category,Bulls,Cows,Calves,Total Antlerless Harvest,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
1,All Manners of Take,6,23,1,24,30,82,37,350,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Manners of Take,370.9,506.7,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Rifle Seasons,6,23,1,24,30,77,39,309,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Rifle Seasons,348.2,475.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Early Seasons,6,0,0,0,6,11,55,60,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Early Seasons,49.7,68,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Late Seasons (Including PLOs),0,1,0,1,1,6,16,24,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Late Seasons (Including PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Private Land Only Seasons,0,1,0,1,1,2,50,7,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Private Land Only Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,First Rifle Seasons (All Harvest - Includes PLOs),0,0,0,0,0,6,0,16,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 First Rifle Seasons (All Harvest - Includes PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Second Rifle Seasons (All Harvest - Includes PLOs),0,10,1,11,12,21,57,87,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Second Rifle Seasons (All Harvest - Includes PLOs),95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Third Rifle Seasons (All Harvest - Includes PLOs),0,8,0,8,8,13,61,51,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Third Rifle Seasons (All Harvest - Includes PLOs),58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Fourth Rifle Seasons (All Harvest - Includes PLOs),0,3,0,3,3,18,14,64,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Fourth Rifle Seasons (All Harvest - Includes PLOs),81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Antlered Rifle Seasons,0,0,0,0,NA,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Antlered Rifle Seasons,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Archery Seasons,0,0,0,0,0,2,0,20,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Archery Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Muzzleloader Seasons,0,0,0,0,0,3,0,21,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Muzzleloader Seasons,13.6,18.5,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlered Muzzleloader,0,0,0,0,0,3,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Muzzleloader,13.6,18.5,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,First Season Limited Antlerless,0,0,0,0,0,6,0,16,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 First Season Limited Antlerless,27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Second Season Limited Antlerless,0,10,1,11,12,21,57,87,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Second Season Limited Antlerless,95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Third Season Limited Antlerless,0,8,0,8,8,13,61,51,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Third Season Limited Antlerless,58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Fourth Season Limited Antlerless,0,3,0,3,3,18,14,64,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Fourth Season Limited Antlerless,81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Early PLO Seasons,0,1,0,1,1,2,50,7,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Early PLO Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Late Seasons (Not including PLOs),0,1,0,1,1,6,16,24,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Late Seasons (Not including PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Late Season Antlered (Not including PLOs),0,0,0,0,0,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,All Antlerless Rifle Seasons,NA,NA,NA,23,23,66,35,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Antlerless Rifle Seasons,298.5,407.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,0,0,6,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,10,10,21,50,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,8,8,13,61,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,3,3,18,14,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Antlerless Muzzleloader,NA,NA,NA,0,0,0,0,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
1,Late Season Antlerless (Not including PLOs),NA,NA,NA,1,1,6,16,NA,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Late Season Antlerless (Not including PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EE001O1A,EF001L1R,EF001O1M,EF001O1R,EF001O2R,EF001O3R,EF001O4R,EF001P5R,EM001O1M"
2,All Manners of Take,39,57,11,68,107,168,64,752,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Manners of Take,80.7,96.1,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Rifle Seasons,28,56,11,67,94,144,66,511,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Rifle Seasons,69.2,82.4,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Early Seasons,28,0,0,0,28,31,90,141,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Early Seasons,14.9,17.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Late Seasons (Including PLOs),0,6,1,7,7,10,64,24,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Late Seasons (Including PLOs),4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,First Rifle Seasons (All Harvest - Includes PLOs),0,9,1,10,10,29,33,99,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 First Rifle Seasons (All Harvest - Includes PLOs),13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Second Rifle Seasons (All Harvest - Includes PLOs),0,14,1,15,15,23,64,92,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Second Rifle Seasons (All Harvest - Includes PLOs),11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Third Rifle Seasons (All Harvest - Includes PLOs),0,15,2,17,18,27,65,98,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Third Rifle Seasons (All Harvest - Includes PLOs),13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Fourth Rifle Seasons (All Harvest - Includes PLOs),0,13,6,19,18,24,77,56,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Fourth Rifle Seasons (All Harvest - Includes PLOs),11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Antlered Rifle Seasons,0,0,0,0,NA,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Antlered Rifle Seasons,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Archery Seasons,4,0,0,0,4,10,43,146,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Archery Seasons,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Muzzleloader Seasons,7,1,0,1,8,14,59,95,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Muzzleloader Seasons,6.7,8,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlered Muzzleloader,7,0,0,0,7,10,68,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Muzzleloader,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,First Season Limited Antlerless,0,9,1,10,10,29,33,99,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 First Season Limited Antlerless,13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Second Season Limited Antlerless,0,14,1,15,15,23,64,92,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Second Season Limited Antlerless,11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Third Season Limited Antlerless,0,15,2,17,18,27,65,98,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Third Season Limited Antlerless,13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Fourth Season Limited Antlerless,0,13,6,19,18,24,77,56,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Fourth Season Limited Antlerless,11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Late Seasons (Not including PLOs),0,6,1,7,7,10,64,24,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Late Seasons (Not including PLOs),4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Late Season Antlered (Not including PLOs),0,0,0,0,0,0,0,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,All Antlerless Rifle Seasons,NA,NA,NA,56,56,113,49,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Antlerless Rifle Seasons,54.3,64.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,9,9,29,29,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,14,14,23,59,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,15,15,27,56,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,13,13,24,53,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Antlerless Muzzleloader,NA,NA,NA,1,1,4,33,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Muzzleloader,1.9,2.3,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
2,Late Season Antlerless (Not including PLOs),NA,NA,NA,6,6,10,54,NA,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Late Season Antlerless (Not including PLOs),4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EE002O1A,EF002L1R,EF002O1M,EF002O1R,EF002O2R,EF002O3R,EF002O4R,EM002O1M"
3,All Manners of Take,100,60,2,62,162,1038,16,4809,"1,476",  784,53%,40.76013691691813,-107.92800926200428,"  944,563","  501,450",3 All Manners of Take,703.3,1324.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7601369169181/-107.928009262004,"EE000U1A,EE003O1M,EE003P1A,EE003P1R,EE003V1A,EE003W1R,EE003W3R,EE004W1R,EE004W2R,EE004W3R,EE005W2R,EE214W2R,EE301W2R,EE441W1R,EE441W2R,EF003L1R,EF003O1M,EF003O1R,EF003O2R,EF003O3R,EF003O4R,EF003P5R,EF003W1R,EF003W3R,EF004W1R,EF004W2R,EF004W3R,EF005W2R,EF005W4R,EF214W2R,EF214W4R,EF301W2R,EF441W1R,EF441W3R,EM003O1R,EM003O2R,EM003O3R,EM003O4R"
3,All Rifle Seasons,85,57,2,59,144,917,16,3994,"1,476",  784,53%,40.76013691691813,-107.92800926200428,"  944,563","  501,450",3 All Rifle Seasons,621.3,1170.4,https://webmap.onxmaps.com/hunt/map#9.45/40.7601369169181/-107.928009262004,"EE000U1A,EE003O1M,EE003P1A,EE003P1R,EE003V1A,EE003W1R,EE003W3R,EE004W1R,EE004W2R,EE004W3R,EE005W2R,EE214W2R,EE301W2R,EE441W1R,EE441W2R,EF003L1R,EF003O1M,EF003O1R,EF003O2R,EF003O3R,EF003O4R,EF003P5R,EF003W1R,EF003W3R,EF004W1R,EF004W2R,EF004W3R,EF005W2R,EF005W4R,EF214W2R,EF214W4R,EF301W2R,EF441W1R,EF441W3R,EM003O1R,EM003O2R,EM003O3R,EM003O4R"
