Unit,Category,Bulls,Cows,Calves,Total Antlerless Harvest,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
37,Antlered Muzzleloader,0,0,0,0,0,0,0,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlered Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,First Season Limited Antlerless,0,22,0,22,22,45,48,121,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 First Season Limited Antlerless,50.4,71.2,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Second Season Limited Antlerless,0,4,0,4,4,86,5,337,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Second Season Limited Antlerless,96.3,136.1,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Third Season Limited Antlerless,0,4,0,4,4,84,5,295,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Third Season Limited Antlerless,94.1,133,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Fourth Season Limited Antlerless,0,16,0,16,16,195,8,602,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Fourth Season Limited Antlerless,218.4,308.6,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,First Season Limited Either-sex Seasons,0,5,0,5,5,94,6,340,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 First Season Limited Either-sex Seasons,105.3,148.8,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Fourth Season Limited Either-sex Seasons,7,9,7,16,23,86,27,280,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Fourth Season Limited Either-sex Seasons,96.3,136.1,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Early PLO Seasons,0,0,0,0,0,3,0,50,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Early PLO Seasons,3.4,4.7,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,All Late Seasons (Not including PLOs),0,0,0,0,0,3,0,3,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 All Late Seasons (Not including PLOs),3.4,4.7,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Late Season Antlered (Not including PLOs),0,0,0,0,0,0,0,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,All Antlerless Rifle Seasons,NA,NA,NA,47,47,415,11,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 All Antlerless Rifle Seasons,464.9,656.9,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,22,22,45,48,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),50.4,71.2,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,4,4,86,5,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),96.3,136.1,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,4,4,84,5,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),94.1,133,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,16,16,195,8,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),218.4,308.6,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Antlerless Muzzleloader,NA,NA,NA,3,3,11,23,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Antlerless Muzzleloader,12.3,17.4,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
37,Late Season Antlerless (Not including PLOs),NA,NA,NA,0,0,3,0,NA,  893,  632,71%,39.661674617570846,-106.12577248241035,"  571,360","  404,353",37 Late Season Antlerless (Not including PLOs),3.4,4.7,https://webmap.onxmaps.com/hunt/map#9.45/39.6616746175708/-106.12577248241,"EE000U1A,EE000U2R,EE028O1M,EE028O1R,EE028O4R,EE028P1R,EE028P4R,EE028V1A,EF028O1M,EF028O1R,EF028O2R,EF028O3R,EF028O4R,EF028P5R"
38,All Manners of Take,48,39,0,39,88,1096,8,7725,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Manners of Take,1416,4627.3,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Rifle Seasons,22,30,0,30,52,580,9,3903,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Rifle Seasons,749.3,2448.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Late Seasons (Including PLOs),0,21,0,21,21,174,12,1853,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Late Seasons (Including PLOs),224.8,734.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Private Land Only Seasons,0,0,0,0,0,18,0,473,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Private Land Only Seasons,23.3,76,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,First Rifle Seasons (All Harvest - Includes PLOs),5,2,0,2,6,26,24,90,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 First Rifle Seasons (All Harvest - Includes PLOs),33.6,109.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Second Rifle Seasons (All Harvest - Includes PLOs),7,2,0,2,9,195,4,878,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Second Rifle Seasons (All Harvest - Includes PLOs),251.9,823.3,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Third Rifle Seasons (All Harvest - Includes PLOs),10,3,0,3,13,148,9,544,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Third Rifle Seasons (All Harvest - Includes PLOs),191.2,624.9,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Fourth Rifle Seasons (All Harvest - Includes PLOs),0,3,0,3,3,18,14,63,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Fourth Rifle Seasons (All Harvest - Includes PLOs),23.3,76,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Antlered Rifle Seasons,21,0,0,0,NA,346,6,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Antlered Rifle Seasons,447,1460.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlered First Rifle Seasons (No PLO or Either-sex tags included),5,0,0,0,NA,10,46,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered First Rifle Seasons (No PLO or Either-sex tags included),12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),7,0,0,0,NA,185,4,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),239,781.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),10,0,0,0,NA,143,7,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),184.8,603.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,NA,8,0,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),10.3,33.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Archery Seasons,23,9,0,9,32,478,7,3582,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Archery Seasons,617.6,2018.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Muzzleloader Seasons,3,0,0,0,3,39,8,239,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Muzzleloader Seasons,50.4,164.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlered Muzzleloader,3,0,0,0,3,30,11,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlered Muzzleloader,38.8,126.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,First Season Limited Antlered,5,0,0,0,5,10,46,34,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 First Season Limited Antlered,12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Fourth Season Limited Antlered,0,0,0,0,0,8,0,28,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Fourth Season Limited Antlered,10.3,33.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,First Season Limited Antlerless,0,2,0,2,2,16,10,56,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 First Season Limited Antlerless,20.7,67.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Second Season Limited Antlerless,0,2,0,2,2,10,20,52,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Second Season Limited Antlerless,12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Third Season Limited Antlerless,0,3,0,3,3,5,50,13,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Third Season Limited Antlerless,6.5,21.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Fourth Season Limited Antlerless,0,3,0,3,3,10,25,35,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Fourth Season Limited Antlerless,12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Early PLO Seasons,0,0,0,0,0,18,0,473,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Early PLO Seasons,23.3,76,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Late Seasons (Not including PLOs),0,21,0,21,21,174,12,1853,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Late Seasons (Not including PLOs),224.8,734.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Late Season Antlered (Not including PLOs),0,0,0,0,0,0,0,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,"All Damage, AFA and Auction/Raffle Hunts",1,0,0,0,1,1,100,1,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588","38 All Damage, AFA and Auction/Raffle Hunts",1.3,4.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,All Antlerless Rifle Seasons,NA,NA,NA,30,30,233,13,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 All Antlerless Rifle Seasons,301,983.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,2,2,16,10,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),20.7,67.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,2,2,10,20,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,3,3,5,50,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),6.5,21.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),NA,NA,NA,3,3,10,25,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),12.9,42.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Antlerless Muzzleloader,NA,NA,NA,0,0,9,0,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Antlerless Muzzleloader,11.6,38,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
38,Late Season Antlerless (Not including PLOs),NA,NA,NA,21,21,174,12,NA,  774,  237,31%,39.82568147662041,-105.36350087351084,"  495,372","  151,588",38 Late Season Antlerless (Not including PLOs),224.8,734.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8256814766204/-105.363500873511,"EE000U1A,EE000U2R,EE038V1A,EF000U1A,EF038L1R,EF038L2R,EF038O1M,EF038O1R,EF038O2R,EF038O3R,EF038O4R,EF038P5R,EF038V1A,EM038O1M,EM038O1R,EM038O4R"
39,All Manners of Take,106,35,2,37,143,459,31,3198,  624,  398,64%,39.664234970747984,-105.60052344542224,"  399,058","  254,684",39 All Manners of Take,736.1,1153.4,https://webmap.onxmaps.com/hunt/map#9.45/39.664234970748/-105.600523445422,"EF039O1M,EF039O1R,EF039O2R,EF039O3R,EF039O4R,EF039P5R,EF391P5R,EM039O1M,EM039O1R,EM039O2R,EM039O3R,EM039O4R"
39,All Rifle Seasons,54,26,0,26,80,292,27,2199,  624,  398,64%,39.664234970747984,-105.60052344542224,"  399,058","  254,684",39 All Rifle Seasons,468.3,733.8,https://webmap.onxmaps.com/hunt/map#9.45/39.664234970748/-105.600523445422,"EF039O1M,EF039O1R,EF039O2R,EF039O3R,EF039O4R,EF039P5R,EF391P5R,EM039O1M,EM039O1R,EM039O2R,EM039O3R,EM039O4R"
39,Private Land Only Seasons,0,16,0,16,16,60,26,1338,  624,  398,64%,39.664234970747984,-105.60052344542224,"  399,058","  254,684",39 Private Land Only Seasons,96.2,150.8,https://webmap.onxmaps.com/hunt/map#9.45/39.664234970748/-105.600523445422,"EF039O1M,EF039O1R,EF039O2R,EF039O3R,EF039O4R,EF039P5R,EF391P5R,EM039O1M,EM039O1R,EM039O2R,EM039O3R,EM039O4R"
39,First Rifle Seasons (All Harvest - Includes PLOs),16,2,0,2,18,78,23,291,  624,  398,64%,39.664234970747984,-105.60052344542224,"  399,058","  254,684",39 First Rifle Seasons (All Harvest - Includes PLOs),125.1,196,https://webmap.onxmaps.com/hunt/map#9.45/39.664234970748/-105.600523445422,"EF039O1M,EF039O1R,EF039O2R,EF039O3R,EF039O4R,EF039P5R,EF391P5R,EM039O1M,EM039O1R,EM039O2R,EM039O3R,EM039O4R"
39,Second Rifle Seasons (All Harvest - Includes PLOs),19,0,0,0,19,61,31,283,  624,  398,64%,39.664234970747984,-105.60052344542224,"  399,058","  254,684",39 Second Rifle Seasons (All Harvest - Includes PLOs),97.8,153.3,https://webmap.onxmaps.com/hunt/map#9.45/39.664234970748/-105.600523445422,"EF039O1M,EF039O1R,EF039O2R,EF039O3R,EF039O4R,EF039P5R,EF391P5R,EM039O1M,EM039O1R,EM039O2R,EM039O3R,EM039O4R"
